linkID,taxiID,startTravelTime,travelTime
14,MMC8000GPSANDASYN051113-38002-00000000,2013-01-16 14:57:51,49.0
14,MMC8000GPSANDASYN051113-37745-00000000,2013-01-16 15:12:29,83.0
14,MMC8000GPSANDASYN051113-20756-00000000,2013-01-16 21:13:33,46.0
14,MMC8000GPSANDASYN051113-38199-00000000,2013-01-16 19:42:37,69.0
14,MMC8000GPSANDASYN051113-37630-00000000,2013-01-16 21:05:23,59.0
14,MMC8000GPSANDASYN051113-17278-00000000,2013-01-16 19:31:15,62.0
14,MMC8000GPSANDASYN051113-37946-00000000,2013-01-16 19:14:08,93.0
14,MMC8000GPSANDASYN051113-37753-00000000,2013-01-16 20:01:24,56.0
14,MMC8000GPSANDASYN051113-38115-00000000,2013-01-16 19:31:32,82.0
14,MMC8000GPSANDASYN051113-38210-00000000,2013-01-16 23:16:30,61.0
14,MMC8000GPSANDASYN051113-37747-00000000,2013-01-16 22:15:16,85.0
14,MMC8000GPSANDASYN051113-20344-00000000,2013-01-17 02:24:55,54.0
14,MMC8000GPSANDASYN051113-38018-00000000,2013-01-17 00:59:20,50.0
14,MMC8000GPSANDASYN051113-37822-00000000,2013-01-17 00:21:23,47.0
14,MMC8000GPSANDASYN051113-18716-00000000,2013-01-17 04:57:05,53.0
14,MMC8000GPSANDASYN051113-19015-00000000,2013-01-17 01:01:06,68.0
14,MMC8000GPSANDASYN051113-18683-00000000,2013-01-17 03:57:12,53.0
14,MMC8000GPSANDASYN051113-37669-00000000,2013-01-17 00:17:40,56.0
14,MMC8000GPSANDASYN051113-37856-00000000,2013-01-17 00:11:33,68.0
14,MMC8000GPSANDASYN051113-20485-00000000,2013-01-17 10:20:50,60.0
14,MMC8000GPSANDASYN051113-38134-00000000,2013-01-17 10:38:46,61.0
14,MMC8000GPSANDASYN051113-19076-00000000,2013-01-17 09:55:54,67.0
14,MMC8000GPSANDASYN051113-38117-00000000,2013-01-17 11:17:28,86.0
14,MMC8000GPSANDASYN051113-20773-00000000,2013-01-17 11:49:11,59.0
14,MMC8000GPSANDASYN051113-38114-00000000,2013-01-17 15:44:32,74.0
14,MMC8000GPSANDASYN051113-37761-00000000,2013-01-17 14:39:10,59.0
14,MMC8000GPSANDASYN051113-38140-00000000,2013-01-17 14:40:20,66.0
14,MMC8000GPSANDASYN051113-18141-00000000,2013-01-17 16:38:25,73.0
14,MMC8000GPSANDASYN051113-37738-00000000,2013-01-17 13:23:01,68.0
14,MMC8000GPSANDASYN051113-37959-00000000,2013-01-17 15:22:18,117.0
14,MMC8000GPSANDASYN051113-38113-00000000,2013-01-17 23:27:15,68.0
14,MMC8000GPSANDASYN051113-37417-00000000,2013-01-17 21:06:52,43.0
14,MMC8000GPSANDASYN051113-37630-00000000,2013-01-17 22:38:38,41.0
14,MMC8000GPSANDASYN051113-20174-00000000,2013-01-17 18:32:57,112.0
14,MMC8000GPSANDASYN051113-37911-00000000,2013-01-17 22:40:12,52.0
14,MMC8000GPSANDASYN051113-37809-00000000,2013-01-17 19:36:18,72.0
14,MMC8000GPSANDASYN051113-38066-00000000,2013-01-17 21:45:12,56.0
14,MMC8000GPSANDASYN051113-38066-00000000,2013-01-17 21:48:19,73.0
